Dot Point Measurements																														
																														
Generated: Friday 08 October 2021 13:30:50																														
																														
Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	OpCode	Period	Frame info 3	Frame info 4	Frame info 5	Frame info 6	BROAD	MORPHOLOGY	TYPE	Relief	CODE			Radius %
npz6.10.jpg	0		139	196													npz6.10	1												100
npz6.10.jpg	0		406	196													npz6.10	1												89.9
npz6.10.jpg	0		674	196													npz6.10	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				89.9
npz6.10.jpg	0		941	196													npz6.10	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				100
npz6.10.jpg	0		139	578													npz6.10	1												64.2
npz6.10.jpg	0		406	578													npz6.10	1												46.9
npz6.10.jpg	0		674	578													npz6.10	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				46.9
npz6.10.jpg	0		941	578													npz6.10	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				64.2
npz6.10.jpg	0		139	960													npz6.10	1												46.5
npz6.10.jpg	0		406	960													npz6.10	1												15.5
npz6.10.jpg	0		674	960													npz6.10	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				15.5
npz6.10.jpg	0		941	960													npz6.10	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				46.5
npz6.10.jpg	0		139	1342													npz6.10	1												64.2
npz6.10.jpg	0		406	1342													npz6.10	1												46.9
npz6.10.jpg	0		674	1342													npz6.10	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				46.9
npz6.10.jpg	0		941	1342													npz6.10	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				64.2
npz6.10.jpg	0		139	1724													npz6.10	1												100
npz6.10.jpg	0		406	1724													npz6.10	1												89.9
npz6.10.jpg	0		674	1724													npz6.10	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				89.9
npz6.10.jpg	0		941	1724													npz6.10	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				100
npz6.12.jpg	0		139	196													npz6.12	1												100
npz6.12.jpg	0		406	196													npz6.12	1												89.9
npz6.12.jpg	0		674	196													npz6.12	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				89.9
npz6.12.jpg	0		941	196													npz6.12	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				100
npz6.12.jpg	0		139	578													npz6.12	1												64.2
npz6.12.jpg	0		406	578													npz6.12	1												46.9
npz6.12.jpg	0		674	578													npz6.12	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				46.9
npz6.12.jpg	0		941	578													npz6.12	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				64.2
npz6.12.jpg	0		139	960													npz6.12	1												46.5
npz6.12.jpg	0		406	960													npz6.12	1												15.5
npz6.12.jpg	0		674	960													npz6.12	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				15.5
npz6.12.jpg	0		941	960													npz6.12	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				46.5
npz6.12.jpg	0		139	1342													npz6.12	1												64.2
npz6.12.jpg	0		406	1342													npz6.12	1												46.9
npz6.12.jpg	0		674	1342													npz6.12	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				46.9
npz6.12.jpg	0		941	1342													npz6.12	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				64.2
npz6.12.jpg	0		139	1724													npz6.12	1												100
npz6.12.jpg	0		406	1724													npz6.12	1												89.9
npz6.12.jpg	0		674	1724													npz6.12	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				89.9
npz6.12.jpg	0		941	1724													npz6.12	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				100
npz6.13.jpg	0		139	196													npz6.13	1												100
npz6.13.jpg	0		406	196													npz6.13	1								.3. Good relief structure with some overhangs. >45 substrate slope.				89.9
npz6.13.jpg	0		674	196													npz6.13	1								.3. Good relief structure with some overhangs. >45 substrate slope.				89.9
npz6.13.jpg	0		941	196													npz6.13	1								.3. Good relief structure with some overhangs. >45 substrate slope.				100
npz6.13.jpg	0		139	578													npz6.13	1												64.2
npz6.13.jpg	0		406	578													npz6.13	1												46.9
npz6.13.jpg	0		674	578													npz6.13	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				46.9
npz6.13.jpg	0		941	578													npz6.13	1								.3. Good relief structure with some overhangs. >45 substrate slope.				64.2
npz6.13.jpg	0		139	960													npz6.13	1												46.5
npz6.13.jpg	0		406	960													npz6.13	1												15.5
npz6.13.jpg	0		674	960													npz6.13	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				15.5
npz6.13.jpg	0		941	960													npz6.13	1								.3. Good relief structure with some overhangs. >45 substrate slope.				46.5
npz6.13.jpg	0		139	1342													npz6.13	1												64.2
npz6.13.jpg	0		406	1342													npz6.13	1												46.9
npz6.13.jpg	0		674	1342													npz6.13	1								.3. Good relief structure with some overhangs. >45 substrate slope.				46.9
npz6.13.jpg	0		941	1342													npz6.13	1								.3. Good relief structure with some overhangs. >45 substrate slope.				64.2
npz6.13.jpg	0		139	1724													npz6.13	1												100
npz6.13.jpg	0		406	1724													npz6.13	1												89.9
npz6.13.jpg	0		674	1724													npz6.13	1								.3. Good relief structure with some overhangs. >45 substrate slope.				89.9
npz6.13.jpg	0		941	1724													npz6.13	1								.3. Good relief structure with some overhangs. >45 substrate slope.				100
npz6.14.jpg	0		139	196													npz6.14	1												100
npz6.14.jpg	0		406	196													npz6.14	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				89.9
npz6.14.jpg	0		674	196													npz6.14	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				89.9
npz6.14.jpg	0		941	196													npz6.14	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				100
npz6.14.jpg	0		139	578													npz6.14	1												64.2
npz6.14.jpg	0		406	578													npz6.14	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				46.9
npz6.14.jpg	0		674	578													npz6.14	1								.3. Good relief structure with some overhangs. >45 substrate slope.				46.9
npz6.14.jpg	0		941	578													npz6.14	1								.3. Good relief structure with some overhangs. >45 substrate slope.				64.2
npz6.14.jpg	0		139	960													npz6.14	1												46.5
npz6.14.jpg	0		406	960													npz6.14	1								.3. Good relief structure with some overhangs. >45 substrate slope.				15.5
npz6.14.jpg	0		674	960													npz6.14	1								.3. Good relief structure with some overhangs. >45 substrate slope.				15.5
npz6.14.jpg	0		941	960													npz6.14	1								.3. Good relief structure with some overhangs. >45 substrate slope.				46.5
npz6.14.jpg	0		139	1342													npz6.14	1												64.2
npz6.14.jpg	0		406	1342													npz6.14	1								.3. Good relief structure with some overhangs. >45 substrate slope.				46.9
npz6.14.jpg	0		674	1342													npz6.14	1								.3. Good relief structure with some overhangs. >45 substrate slope.				46.9
npz6.14.jpg	0		941	1342													npz6.14	1								.3. Good relief structure with some overhangs. >45 substrate slope.				64.2
npz6.14.jpg	0		139	1724													npz6.14	1								.3. Good relief structure with some overhangs. >45 substrate slope.				100
npz6.14.jpg	0		406	1724													npz6.14	1								.3. Good relief structure with some overhangs. >45 substrate slope.				89.9
npz6.14.jpg	0		674	1724													npz6.14	1								.3. Good relief structure with some overhangs. >45 substrate slope.				89.9
npz6.14.jpg	0		941	1724													npz6.14	1								.3. Good relief structure with some overhangs. >45 substrate slope.				100
npz6.15.jpg	0		139	196													npz6.15	1												100
npz6.15.jpg	0		406	196													npz6.15	1												89.9
npz6.15.jpg	0		674	196													npz6.15	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				89.9
npz6.15.jpg	0		941	196													npz6.15	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				100
npz6.15.jpg	0		139	578													npz6.15	1												64.2
npz6.15.jpg	0		406	578													npz6.15	1												46.9
npz6.15.jpg	0		674	578													npz6.15	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				46.9
npz6.15.jpg	0		941	578													npz6.15	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				64.2
npz6.15.jpg	0		139	960													npz6.15	1												46.5
npz6.15.jpg	0		406	960													npz6.15	1												15.5
npz6.15.jpg	0		674	960													npz6.15	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				15.5
npz6.15.jpg	0		941	960													npz6.15	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				46.5
npz6.15.jpg	0		139	1342													npz6.15	1												64.2
npz6.15.jpg	0		406	1342													npz6.15	1												46.9
npz6.15.jpg	0		674	1342													npz6.15	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				46.9
npz6.15.jpg	0		941	1342													npz6.15	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				64.2
npz6.15.jpg	0		139	1724													npz6.15	1												100
npz6.15.jpg	0		406	1724													npz6.15	1												89.9
npz6.15.jpg	0		674	1724													npz6.15	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				89.9
npz6.15.jpg	0		941	1724													npz6.15	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				100
npz6.17.jpg	0		139	196													npz6.17	1												100
npz6.17.jpg	0		406	196													npz6.17	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				89.9
npz6.17.jpg	0		674	196													npz6.17	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				89.9
npz6.17.jpg	0		941	196													npz6.17	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				100
npz6.17.jpg	0		139	578													npz6.17	1												64.2
npz6.17.jpg	0		406	578													npz6.17	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				46.9
npz6.17.jpg	0		674	578													npz6.17	1								.3. Good relief structure with some overhangs. >45 substrate slope.				46.9
npz6.17.jpg	0		941	578													npz6.17	1								.3. Good relief structure with some overhangs. >45 substrate slope.				64.2
npz6.17.jpg	0		139	960													npz6.17	1												46.5
npz6.17.jpg	0		406	960													npz6.17	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				15.5
npz6.17.jpg	0		674	960													npz6.17	1								.3. Good relief structure with some overhangs. >45 substrate slope.				15.5
npz6.17.jpg	0		941	960													npz6.17	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				46.5
npz6.17.jpg	0		139	1342													npz6.17	1												64.2
npz6.17.jpg	0		406	1342													npz6.17	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				46.9
npz6.17.jpg	0		674	1342													npz6.17	1								.3. Good relief structure with some overhangs. >45 substrate slope.				46.9
npz6.17.jpg	0		941	1342													npz6.17	1								.3. Good relief structure with some overhangs. >45 substrate slope.				64.2
npz6.17.jpg	0		139	1724													npz6.17	1												100
npz6.17.jpg	0		406	1724													npz6.17	1												89.9
npz6.17.jpg	0		674	1724													npz6.17	1								".4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope."				89.9
npz6.17.jpg	0		941	1724													npz6.17	1								.3. Good relief structure with some overhangs. >45 substrate slope.				100
npz6.18.jpg	0		139	196													npz6.18	1												100
npz6.18.jpg	0		406	196													npz6.18	1												89.9
npz6.18.jpg	0		674	196													npz6.18	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				89.9
npz6.18.jpg	0		941	196													npz6.18	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				100
npz6.18.jpg	0		139	578													npz6.18	1												64.2
npz6.18.jpg	0		406	578													npz6.18	1												46.9
npz6.18.jpg	0		674	578													npz6.18	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.9
npz6.18.jpg	0		941	578													npz6.18	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				64.2
npz6.18.jpg	0		139	960													npz6.18	1												46.5
npz6.18.jpg	0		406	960													npz6.18	1												15.5
npz6.18.jpg	0		674	960													npz6.18	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				15.5
npz6.18.jpg	0		941	960													npz6.18	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.5
npz6.18.jpg	0		139	1342													npz6.18	1												64.2
npz6.18.jpg	0		406	1342													npz6.18	1												46.9
npz6.18.jpg	0		674	1342													npz6.18	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.9
npz6.18.jpg	0		941	1342													npz6.18	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				64.2
npz6.18.jpg	0		139	1724													npz6.18	1												100
npz6.18.jpg	0		406	1724													npz6.18	1												89.9
npz6.18.jpg	0		674	1724													npz6.18	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				89.9
npz6.18.jpg	0		941	1724													npz6.18	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				100
npz6.2.jpg	0		139	196													npz6.2	1												100
npz6.2.jpg	0		406	196													npz6.2	1												89.9
npz6.2.jpg	0		674	196													npz6.2	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				89.9
npz6.2.jpg	0		941	196													npz6.2	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				100
npz6.2.jpg	0		139	578													npz6.2	1												64.2
npz6.2.jpg	0		406	578													npz6.2	1												46.9
npz6.2.jpg	0		674	578													npz6.2	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.9
npz6.2.jpg	0		941	578													npz6.2	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				64.2
npz6.2.jpg	0		139	960													npz6.2	1												46.5
npz6.2.jpg	0		406	960													npz6.2	1												15.5
npz6.2.jpg	0		674	960													npz6.2	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				15.5
npz6.2.jpg	0		941	960													npz6.2	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.5
npz6.2.jpg	0		139	1342													npz6.2	1												64.2
npz6.2.jpg	0		406	1342													npz6.2	1												46.9
npz6.2.jpg	0		674	1342													npz6.2	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.9
npz6.2.jpg	0		941	1342													npz6.2	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				64.2
npz6.2.jpg	0		139	1724													npz6.2	1												100
npz6.2.jpg	0		406	1724													npz6.2	1												89.9
npz6.2.jpg	0		674	1724													npz6.2	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				89.9
npz6.2.jpg	0		941	1724													npz6.2	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				100
npz6.20.jpg	0		139	196													npz6.20	1												100
npz6.20.jpg	0		406	196													npz6.20	1												89.9
npz6.20.jpg	0		674	196													npz6.20	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				89.9
npz6.20.jpg	0		941	196													npz6.20	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				100
npz6.20.jpg	0		139	578													npz6.20	1												64.2
npz6.20.jpg	0		406	578													npz6.20	1												46.9
npz6.20.jpg	0		674	578													npz6.20	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.9
npz6.20.jpg	0		941	578													npz6.20	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				64.2
npz6.20.jpg	0		139	960													npz6.20	1												46.5
npz6.20.jpg	0		406	960													npz6.20	1												15.5
npz6.20.jpg	0		674	960													npz6.20	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				15.5
npz6.20.jpg	0		941	960													npz6.20	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.5
npz6.20.jpg	0		139	1342													npz6.20	1												64.2
npz6.20.jpg	0		406	1342													npz6.20	1												46.9
npz6.20.jpg	0		674	1342													npz6.20	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.9
npz6.20.jpg	0		941	1342													npz6.20	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				64.2
npz6.20.jpg	0		139	1724													npz6.20	1												100
npz6.20.jpg	0		406	1724													npz6.20	1												89.9
npz6.20.jpg	0		674	1724													npz6.20	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				89.9
npz6.20.jpg	0		941	1724													npz6.20	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				100
npz6.21.jpg	0		139	196													npz6.21	1												100
npz6.21.jpg	0		406	196													npz6.21	1								.3. Good relief structure with some overhangs. >45 substrate slope.				89.9
npz6.21.jpg	0		674	196													npz6.21	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				89.9
npz6.21.jpg	0		941	196													npz6.21	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				100
npz6.21.jpg	0		139	578													npz6.21	1												64.2
npz6.21.jpg	0		406	578													npz6.21	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				46.9
npz6.21.jpg	0		674	578													npz6.21	1								.3. Good relief structure with some overhangs. >45 substrate slope.				46.9
npz6.21.jpg	0		941	578													npz6.21	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				64.2
npz6.21.jpg	0		139	960													npz6.21	1												46.5
npz6.21.jpg	0		406	960													npz6.21	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				15.5
npz6.21.jpg	0		674	960													npz6.21	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				15.5
npz6.21.jpg	0		941	960													npz6.21	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				46.5
npz6.21.jpg	0		139	1342													npz6.21	1												64.2
npz6.21.jpg	0		406	1342													npz6.21	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				46.9
npz6.21.jpg	0		674	1342													npz6.21	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				46.9
npz6.21.jpg	0		941	1342													npz6.21	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				64.2
npz6.21.jpg	0		139	1724													npz6.21	1												100
npz6.21.jpg	0		406	1724													npz6.21	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				89.9
npz6.21.jpg	0		674	1724													npz6.21	1								.3. Good relief structure with some overhangs. >45 substrate slope.				89.9
npz6.21.jpg	0		941	1724													npz6.21	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				100
npz6.22.jpg	0		139	196													npz6.22	1												100
npz6.22.jpg	0		406	196													npz6.22	1								.3. Good relief structure with some overhangs. >45 substrate slope.				89.9
npz6.22.jpg	0		674	196													npz6.22	1								.3. Good relief structure with some overhangs. >45 substrate slope.				89.9
npz6.22.jpg	0		941	196													npz6.22	1								.3. Good relief structure with some overhangs. >45 substrate slope.				100
npz6.22.jpg	0		139	578													npz6.22	1												64.2
npz6.22.jpg	0		406	578													npz6.22	1								.3. Good relief structure with some overhangs. >45 substrate slope.				46.9
npz6.22.jpg	0		674	578													npz6.22	1								.3. Good relief structure with some overhangs. >45 substrate slope.				46.9
npz6.22.jpg	0		941	578													npz6.22	1								.3. Good relief structure with some overhangs. >45 substrate slope.				64.2
npz6.22.jpg	0		139	960													npz6.22	1												46.5
npz6.22.jpg	0		406	960													npz6.22	1								.3. Good relief structure with some overhangs. >45 substrate slope.				15.5
npz6.22.jpg	0		674	960													npz6.22	1								.3. Good relief structure with some overhangs. >45 substrate slope.				15.5
npz6.22.jpg	0		941	960													npz6.22	1								.3. Good relief structure with some overhangs. >45 substrate slope.				46.5
npz6.22.jpg	0		139	1342													npz6.22	1												64.2
npz6.22.jpg	0		406	1342													npz6.22	1								.3. Good relief structure with some overhangs. >45 substrate slope.				46.9
npz6.22.jpg	0		674	1342													npz6.22	1								.3. Good relief structure with some overhangs. >45 substrate slope.				46.9
npz6.22.jpg	0		941	1342													npz6.22	1								.3. Good relief structure with some overhangs. >45 substrate slope.				64.2
npz6.22.jpg	0		139	1724													npz6.22	1												100
npz6.22.jpg	0		406	1724													npz6.22	1								.3. Good relief structure with some overhangs. >45 substrate slope.				89.9
npz6.22.jpg	0		674	1724													npz6.22	1								.3. Good relief structure with some overhangs. >45 substrate slope.				89.9
npz6.22.jpg	0		941	1724													npz6.22	1								.3. Good relief structure with some overhangs. >45 substrate slope.				100
npz6.24.jpg	0		139	196													npz6.24	1												100
npz6.24.jpg	0		406	196													npz6.24	1												89.9
npz6.24.jpg	0		674	196													npz6.24	1								.3. Good relief structure with some overhangs. >45 substrate slope.				89.9
npz6.24.jpg	0		941	196													npz6.24	1								.3. Good relief structure with some overhangs. >45 substrate slope.				100
npz6.24.jpg	0		139	578													npz6.24	1												64.2
npz6.24.jpg	0		406	578													npz6.24	1												46.9
npz6.24.jpg	0		674	578													npz6.24	1								.3. Good relief structure with some overhangs. >45 substrate slope.				46.9
npz6.24.jpg	0		941	578													npz6.24	1								.3. Good relief structure with some overhangs. >45 substrate slope.				64.2
npz6.24.jpg	0		139	960													npz6.24	1												46.5
npz6.24.jpg	0		406	960													npz6.24	1												15.5
npz6.24.jpg	0		674	960													npz6.24	1								.3. Good relief structure with some overhangs. >45 substrate slope.				15.5
npz6.24.jpg	0		941	960													npz6.24	1								.3. Good relief structure with some overhangs. >45 substrate slope.				46.5
npz6.24.jpg	0		139	1342													npz6.24	1												64.2
npz6.24.jpg	0		406	1342													npz6.24	1								.3. Good relief structure with some overhangs. >45 substrate slope.				46.9
npz6.24.jpg	0		674	1342													npz6.24	1								.3. Good relief structure with some overhangs. >45 substrate slope.				46.9
npz6.24.jpg	0		941	1342													npz6.24	1								.3. Good relief structure with some overhangs. >45 substrate slope.				64.2
npz6.24.jpg	0		139	1724													npz6.24	1												100
npz6.24.jpg	0		406	1724													npz6.24	1												89.9
npz6.24.jpg	0		674	1724													npz6.24	1								.3. Good relief structure with some overhangs. >45 substrate slope.				89.9
npz6.24.jpg	0		941	1724													npz6.24	1								.3. Good relief structure with some overhangs. >45 substrate slope.				100
npz6.26.jpg	0		139	196													npz6.26	1												100
npz6.26.jpg	0		406	196													npz6.26	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				89.9
npz6.26.jpg	0		674	196													npz6.26	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				89.9
npz6.26.jpg	0		941	196													npz6.26	1								.3. Good relief structure with some overhangs. >45 substrate slope.				100
npz6.26.jpg	0		139	578													npz6.26	1												64.2
npz6.26.jpg	0		406	578													npz6.26	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				46.9
npz6.26.jpg	0		674	578													npz6.26	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				46.9
npz6.26.jpg	0		941	578													npz6.26	1								.3. Good relief structure with some overhangs. >45 substrate slope.				64.2
npz6.26.jpg	0		139	960													npz6.26	1												46.5
npz6.26.jpg	0		406	960													npz6.26	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				15.5
npz6.26.jpg	0		674	960													npz6.26	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				15.5
npz6.26.jpg	0		941	960													npz6.26	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				46.5
npz6.26.jpg	0		139	1342													npz6.26	1												64.2
npz6.26.jpg	0		406	1342													npz6.26	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				46.9
npz6.26.jpg	0		674	1342													npz6.26	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				46.9
npz6.26.jpg	0		941	1342													npz6.26	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				64.2
npz6.26.jpg	0		139	1724													npz6.26	1												100
npz6.26.jpg	0		406	1724													npz6.26	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				89.9
